Date,USD_to_RWF_Rate,Day_of_Week,Month,Year
2014-06-10,680.1708,Tuesday,June,2014
2014-06-11,680.1074,Wednesday,June,2014
2014-06-12,679.717,Thursday,June,2014
2014-06-13,680.1598,Friday,June,2014
2014-06-14,679.5705,Saturday,June,2014
2014-06-15,679.8154,Sunday,June,2014
2014-06-16,679.8621,Monday,June,2014
2014-06-17,682.3117,Tuesday,June,2014
2014-06-18,681.4146,Wednesday,June,2014
2014-06-19,680.9397,Thursday,June,2014
2014-06-20,681.4174,Friday,June,2014
2014-06-21,681.5579,Saturday,June,2014
2014-06-22,681.7468,Sunday,June,2014
2014-06-23,681.5076,Monday,June,2014
2014-06-24,680.6496,Tuesday,June,2014
2014-06-25,681.8903,Wednesday,June,2014
2014-06-26,679.7181,Thursday,June,2014
2014-06-27,679.5724,Friday,June,2014
2014-06-28,679.6054,Saturday,June,2014
2014-06-29,679.7856,Sunday,June,2014
2014-06-30,680.4707,Monday,June,2014
2014-07-01,680.9076,Tuesday,July,2014
2014-07-02,680.3218,Wednesday,July,2014
2014-07-03,680.9222,Thursday,July,2014
2014-07-04,682.4361,Friday,July,2014
2014-07-05,682.539,Saturday,July,2014
2014-07-06,682.4783,Sunday,July,2014
2014-07-07,680.0935,Monday,July,2014
2014-07-08,678.7241,Tuesday,July,2014
2014-07-09,680.3661,Wednesday,July,2014
2014-07-10,679.8355,Thursday,July,2014
2014-07-11,680.8698,Friday,July,2014
2014-07-12,681.1686,Saturday,July,2014
2014-07-13,680.9419,Sunday,July,2014
2014-07-14,679.8581,Monday,July,2014
2014-07-15,680.9206,Tuesday,July,2014
2014-07-16,680.8337,Wednesday,July,2014
2014-07-17,681.3225,Thursday,July,2014
2014-07-18,680.3738,Friday,July,2014
2014-07-19,675.9,Saturday,July,2014
2014-07-20,675.453,Sunday,July,2014
2014-07-21,680.8664,Monday,July,2014
2014-07-22,684.6837,Tuesday,July,2014
2014-07-23,688.0615,Wednesday,July,2014
2014-07-24,690.5537,Thursday,July,2014
2014-07-25,690.8576,Friday,July,2014
2014-07-26,691.2292,Saturday,July,2014
2014-07-27,690.655,Sunday,July,2014
2014-07-28,690.1179,Monday,July,2014
2014-07-29,691.4947,Tuesday,July,2014
2014-07-30,691.4586,Wednesday,July,2014
2014-07-31,691.0869,Thursday,July,2014
2014-08-01,690.0612,Friday,August,2014
2014-08-02,690.0991,Saturday,August,2014
2014-08-03,690.1908,Sunday,August,2014
2014-08-04,691.5264,Monday,August,2014
2014-08-05,691.2808,Tuesday,August,2014
2014-08-06,691.0313,Wednesday,August,2014
2014-08-07,690.7808,Thursday,August,2014
2014-08-08,690.4615,Friday,August,2014
2014-08-09,690.6615,Saturday,August,2014
2014-08-10,690.6189,Sunday,August,2014
2014-08-11,689.6771,Monday,August,2014
2014-08-12,689.7208,Tuesday,August,2014
2014-08-13,690.2974,Wednesday,August,2014
2014-08-14,690.2966,Thursday,August,2014
2014-08-15,689.7411,Friday,August,2014
2014-08-16,689.8536,Saturday,August,2014
2014-08-17,689.9315,Sunday,August,2014
2014-08-18,690.6108,Monday,August,2014
2014-08-19,691.9864,Tuesday,August,2014
2014-08-20,691.6423,Wednesday,August,2014
2014-08-21,691.1919,Thursday,August,2014
2014-08-22,691.4271,Friday,August,2014
2014-08-23,691.2785,Saturday,August,2014
2014-08-24,691.676,Sunday,August,2014
2014-08-25,690.5467,Monday,August,2014
2014-08-26,691.0067,Tuesday,August,2014
2014-08-27,690.2971,Wednesday,August,2014
2014-08-28,690.4683,Thursday,August,2014
2014-08-29,690.8921,Friday,August,2014
2014-08-30,690.9793,Saturday,August,2014
2014-08-31,692.1475,Sunday,August,2014
2014-09-01,691.0389,Monday,September,2014
2014-09-02,689.8511,Tuesday,September,2014
2014-09-03,690.0202,Wednesday,September,2014
2014-09-04,693.5896,Thursday,September,2014
2014-09-05,689.6324,Friday,September,2014
2014-09-06,690.83,Saturday,September,2014
2014-09-07,689.1992,Sunday,September,2014
2014-09-08,690.8966,Monday,September,2014
2014-09-09,688.7931,Tuesday,September,2014
2014-09-10,690.3739,Wednesday,September,2014
2014-09-11,689.2525,Thursday,September,2014
2014-09-12,689.718,Friday,September,2014
2014-09-13,689.4499,Saturday,September,2014
2014-09-14,686.7805,Sunday,September,2014
2014-09-15,690.2661,Monday,September,2014
2014-09-16,689.767,Tuesday,September,2014
2014-09-17,693.5174,Wednesday,September,2014
2014-09-18,689.5612,Thursday,September,2014
2014-09-19,691.6211,Friday,September,2014
2014-09-20,690.7097,Saturday,September,2014
2014-09-21,690.1104,Sunday,September,2014
2014-09-22,689.5977,Monday,September,2014
2014-09-23,690.9524,Tuesday,September,2014
2014-09-24,691.9816,Wednesday,September,2014
2014-09-25,689.8112,Thursday,September,2014
2014-09-26,691.2766,Friday,September,2014
2014-09-27,690.3949,Saturday,September,2014
2014-09-28,692.4463,Sunday,September,2014
2014-09-29,690.0125,Monday,September,2014
2014-09-30,689.1779,Tuesday,September,2014
2014-10-01,688.7952,Wednesday,October,2014
2014-10-02,690.2489,Thursday,October,2014
2014-10-03,691.5013,Friday,October,2014
2014-10-04,691.9525,Saturday,October,2014
2014-10-05,693.8283,Sunday,October,2014
2014-10-06,690.5656,Monday,October,2014
2014-10-07,690.5841,Tuesday,October,2014
2014-10-08,689.1579,Wednesday,October,2014
2014-10-09,691.0813,Thursday,October,2014
2014-10-10,690.3265,Friday,October,2014
2014-10-11,690.9031,Saturday,October,2014
2014-10-12,690.631,Sunday,October,2014
2014-10-13,689.1017,Monday,October,2014
2014-10-14,689.6785,Tuesday,October,2014
2014-10-15,686.1328,Wednesday,October,2014
2014-10-16,688.2202,Thursday,October,2014
2014-10-17,689.6984,Friday,October,2014
2014-10-18,690.43,Saturday,October,2014
2014-10-19,691.0489,Sunday,October,2014
2014-10-20,691.1251,Monday,October,2014
2014-10-21,692.3663,Tuesday,October,2014
2014-10-22,692.7102,Wednesday,October,2014
2014-10-23,692.7977,Thursday,October,2014
2014-10-24,692.2377,Friday,October,2014
2014-10-25,691.1268,Saturday,October,2014
2014-10-26,689.7955,Sunday,October,2014
2014-10-27,689.2844,Monday,October,2014
2014-10-28,690.0198,Tuesday,October,2014
2014-10-29,691.9205,Wednesday,October,2014
2014-10-30,690.6657,Thursday,October,2014
2014-10-31,692.1632,Friday,October,2014
2014-11-01,690.9925,Saturday,November,2014
2014-11-02,691.8351,Sunday,November,2014
2014-11-03,690.4556,Monday,November,2014
2014-11-04,691.0541,Tuesday,November,2014
2014-11-05,690.1434,Wednesday,November,2014
2014-11-06,693.2088,Thursday,November,2014
2014-11-07,683.8639,Friday,November,2014
2014-11-08,684.4449,Saturday,November,2014
2014-11-09,685.0442,Sunday,November,2014
2014-11-10,690.8119,Monday,November,2014
2014-11-11,688.3017,Tuesday,November,2014
2014-11-12,691.2027,Wednesday,November,2014
2014-11-13,690.0337,Thursday,November,2014
2014-11-14,690.4901,Friday,November,2014
2014-11-15,690.4695,Saturday,November,2014
2014-11-16,687.8753,Sunday,November,2014
2014-11-17,689.5882,Monday,November,2014
2014-11-18,690.8285,Tuesday,November,2014
2014-11-19,689.7382,Wednesday,November,2014
2014-11-20,688.7313,Thursday,November,2014
2014-11-21,688.7892,Friday,November,2014
2014-11-22,688.5306,Saturday,November,2014
2014-11-23,689.618,Sunday,November,2014
2014-11-24,688.5885,Monday,November,2014
2014-11-25,688.6773,Tuesday,November,2014
2014-11-26,689.2318,Wednesday,November,2014
2014-11-27,692.2102,Thursday,November,2014
2014-11-28,691.7469,Friday,November,2014
2014-11-29,692.4299,Saturday,November,2014
2014-11-30,692.7242,Sunday,November,2014
2014-12-01,690.1651,Monday,December,2014
2014-12-02,691.6057,Tuesday,December,2014
2014-12-03,689.7984,Wednesday,December,2014
2014-12-04,690.7939,Thursday,December,2014
2014-12-05,690.7307,Friday,December,2014
2014-12-06,690.2273,Saturday,December,2014
2014-12-07,692.2088,Sunday,December,2014
2014-12-08,691.0826,Monday,December,2014
2014-12-09,690.4642,Tuesday,December,2014
2014-12-10,688.0792,Wednesday,December,2014
2014-12-11,693.3854,Thursday,December,2014
2014-12-12,689.4991,Friday,December,2014
2014-12-13,690.4749,Saturday,December,2014
2014-12-14,691.351,Sunday,December,2014
2014-12-15,689.6763,Monday,December,2014
2014-12-16,692.5743,Tuesday,December,2014
2014-12-17,692.9792,Wednesday,December,2014
2014-12-18,692.3574,Thursday,December,2014
2014-12-19,693.727,Friday,December,2014
2014-12-20,693.366,Saturday,December,2014
2014-12-21,694.6305,Sunday,December,2014
2014-12-22,692.6435,Monday,December,2014
2014-12-23,691.3212,Tuesday,December,2014
2014-12-24,691.2473,Wednesday,December,2014
2014-12-25,691.4625,Thursday,December,2014
2014-12-26,692.0216,Friday,December,2014
2014-12-27,692.3216,Saturday,December,2014
2014-12-28,693.5772,Sunday,December,2014
2014-12-29,692.0414,Monday,December,2014
2014-12-30,689.9359,Tuesday,December,2014
2014-12-31,689.6694,Wednesday,December,2014
2015-01-01,690.5017,Thursday,January,2015
2015-01-02,692.0433,Friday,January,2015
2015-01-03,692.369,Saturday,January,2015
2015-01-04,693.5513,Sunday,January,2015
2015-01-05,691.1243,Monday,January,2015
2015-01-06,690.2267,Tuesday,January,2015
2015-01-07,688.8893,Wednesday,January,2015
2015-01-08,689.731,Thursday,January,2015
2015-01-09,691.7016,Friday,January,2015
2015-01-10,691.7015,Saturday,January,2015
2015-01-11,690.8802,Sunday,January,2015
2015-01-12,690.9297,Monday,January,2015
2015-01-13,690.5502,Tuesday,January,2015
2015-01-14,688.4068,Wednesday,January,2015
2015-01-15,690.0843,Thursday,January,2015
2015-01-16,686.3099,Friday,January,2015
2015-01-17,685.7531,Saturday,January,2015
2015-01-18,683.9409,Sunday,January,2015
2015-01-19,689.2604,Monday,January,2015
2015-01-20,694.5686,Tuesday,January,2015
2015-01-21,693.1538,Wednesday,January,2015
2015-01-22,697.7979,Thursday,January,2015
2015-01-23,698.6911,Friday,January,2015
2015-01-24,699.8679,Saturday,January,2015
2015-01-25,693.4073,Sunday,January,2015
2015-01-26,689.8599,Monday,January,2015
2015-01-27,690.8348,Tuesday,January,2015
2015-01-28,693.0803,Wednesday,January,2015
2015-01-29,690.5644,Thursday,January,2015
2015-01-30,689.2361,Friday,January,2015
2015-01-31,689.3946,Saturday,January,2015
2015-02-01,689.311,Sunday,February,2015
2015-02-02,690.7373,Monday,February,2015
2015-02-03,690.1437,Tuesday,February,2015
2015-02-04,692.8823,Wednesday,February,2015
2015-02-05,689.0918,Thursday,February,2015
2015-02-06,693.5483,Friday,February,2015
2015-02-07,692.6916,Saturday,February,2015
2015-02-08,694.4168,Sunday,February,2015
2015-02-09,692.1262,Monday,February,2015
2015-02-10,691.0507,Tuesday,February,2015
2015-02-11,689.8437,Wednesday,February,2015
2015-02-12,688.8931,Thursday,February,2015
2015-02-13,690.6299,Friday,February,2015
2015-02-14,690.5925,Saturday,February,2015
2015-02-15,690.0941,Sunday,February,2015
2015-02-16,693.4846,Monday,February,2015
2015-02-17,688.8009,Tuesday,February,2015
2015-02-18,688.1402,Wednesday,February,2015
2015-02-19,688.6359,Thursday,February,2015
2015-02-20,687.2164,Friday,February,2015
2015-02-21,687.8388,Saturday,February,2015
2015-02-22,687.2109,Sunday,February,2015
2015-02-23,688.8349,Monday,February,2015
2015-02-24,687.4609,Tuesday,February,2015
2015-02-25,691.485,Wednesday,February,2015
2015-02-26,692.2377,Thursday,February,2015
2015-02-27,689.0808,Friday,February,2015
2015-02-28,690.1435,Saturday,February,2015
2015-03-01,689.9013,Sunday,March,2015
2015-03-02,686.9483,Monday,March,2015
2015-03-03,687.3971,Tuesday,March,2015
2015-03-04,693.4859,Wednesday,March,2015
2015-03-05,689.4151,Thursday,March,2015
2015-03-06,690.9028,Friday,March,2015
2015-03-07,690.7326,Saturday,March,2015
2015-03-08,690.4623,Sunday,March,2015
2015-03-09,690.0622,Monday,March,2015
2015-03-10,709.1875,Tuesday,March,2015
2015-03-11,711.2942,Wednesday,March,2015
2015-03-12,713.5086,Thursday,March,2015
2015-03-13,709.5079,Friday,March,2015
2015-03-14,709.2098,Saturday,March,2015
2015-03-15,710.9484,Sunday,March,2015
2015-03-16,694.5216,Monday,March,2015
2015-03-17,694.2059,Tuesday,March,2015
2015-03-18,688.9955,Wednesday,March,2015
2015-03-19,690.4564,Thursday,March,2015
2015-03-20,690.2837,Friday,March,2015
2015-03-21,692.6901,Saturday,March,2015
2015-03-22,691.9122,Sunday,March,2015
2015-03-23,692.4709,Monday,March,2015
2015-03-24,691.2928,Tuesday,March,2015
2015-03-25,693.877,Wednesday,March,2015
2015-03-26,690.0396,Thursday,March,2015
2015-03-27,692.728,Friday,March,2015
2015-03-28,693.2596,Saturday,March,2015
2015-03-29,692.1481,Sunday,March,2015
2015-03-30,694.4363,Monday,March,2015
2015-03-31,689.7359,Tuesday,March,2015
2015-04-01,688.9202,Wednesday,April,2015
2015-04-02,692.2174,Thursday,April,2015
2015-04-03,691.1,Friday,April,2015
2015-04-04,690.4672,Saturday,April,2015
2015-04-05,690.1314,Sunday,April,2015
2015-04-06,693.1369,Monday,April,2015
2015-04-07,690.0368,Tuesday,April,2015
2015-04-08,692.2323,Wednesday,April,2015
2015-04-09,695.7742,Thursday,April,2015
2015-04-10,696.1435,Friday,April,2015
2015-04-11,696.077,Saturday,April,2015
2015-04-12,694.7233,Sunday,April,2015
2015-04-13,690.9534,Monday,April,2015
2015-04-14,693.8321,Tuesday,April,2015
2015-04-15,691.7813,Wednesday,April,2015
2015-04-16,691.8948,Thursday,April,2015
2015-04-17,688.8456,Friday,April,2015
2015-04-18,686.7737,Saturday,April,2015
2015-04-19,689.1418,Sunday,April,2015
2015-04-20,689.1796,Monday,April,2015
2015-04-21,691.6516,Tuesday,April,2015
2015-04-22,696.0406,Wednesday,April,2015
2015-04-23,695.7604,Thursday,April,2015
2015-04-24,696.2888,Friday,April,2015
2015-04-25,695.4011,Saturday,April,2015
2015-04-26,695.1574,Sunday,April,2015
2015-04-27,693.2957,Monday,April,2015
2015-04-28,694.2359,Tuesday,April,2015
2015-04-29,693.9795,Wednesday,April,2015
2015-04-30,691.781,Thursday,April,2015
2015-05-01,690.0663,Friday,May,2015
2015-05-02,690.6949,Saturday,May,2015
2015-05-03,691.6891,Sunday,May,2015
2015-05-04,696.2245,Monday,May,2015
2015-05-05,696.2274,Tuesday,May,2015
2015-05-06,690.1153,Wednesday,May,2015
2015-05-07,691.5829,Thursday,May,2015
2015-05-08,694.1691,Friday,May,2015
2015-05-09,695.6089,Saturday,May,2015
2015-05-10,695.29,Sunday,May,2015
2015-05-11,690.3875,Monday,May,2015
2015-05-12,690.1116,Tuesday,May,2015
2015-05-13,691.9309,Wednesday,May,2015
2015-05-14,691.4302,Thursday,May,2015
2015-05-15,690.4425,Friday,May,2015
2015-05-16,691.5479,Saturday,May,2015
2015-05-17,691.7364,Sunday,May,2015
2015-05-18,691.6119,Monday,May,2015
2015-05-19,690.0777,Tuesday,May,2015
2015-05-20,690.2956,Wednesday,May,2015
2015-05-21,691.5702,Thursday,May,2015
2015-05-22,690.7101,Friday,May,2015
2015-05-23,690.85,Saturday,May,2015
2015-05-24,691.227,Sunday,May,2015
2015-05-25,689.8286,Monday,May,2015
2015-05-26,692.0764,Tuesday,May,2015
2015-05-27,688.7836,Wednesday,May,2015
2015-05-28,688.6825,Thursday,May,2015
2015-05-29,689.2358,Friday,May,2015
2015-05-30,688.1292,Saturday,May,2015
2015-05-31,689.4436,Sunday,May,2015
2015-06-01,690.2341,Monday,June,2015
2015-06-02,689.0774,Tuesday,June,2015
2015-06-03,690.9629,Wednesday,June,2015
2015-06-04,690.0853,Thursday,June,2015
2015-06-05,691.2745,Friday,June,2015
2015-06-06,691.7894,Saturday,June,2015
2015-06-07,691.987,Sunday,June,2015
2015-06-08,691.2087,Monday,June,2015
2015-06-09,691.1784,Tuesday,June,2015
2015-06-10,688.5422,Wednesday,June,2015
2015-06-11,702.1442,Thursday,June,2015
2015-06-12,708.5995,Friday,June,2015
2015-06-13,707.4737,Saturday,June,2015
2015-06-14,698.4116,Sunday,June,2015
2015-06-15,709.8813,Monday,June,2015
2015-06-16,712.3452,Tuesday,June,2015
2015-06-17,715.6426,Wednesday,June,2015
2015-06-18,722.3246,Thursday,June,2015
2015-06-19,720.8049,Friday,June,2015
2015-06-20,722.7945,Saturday,June,2015
2015-06-21,729.6326,Sunday,June,2015
2015-06-22,710.7671,Monday,June,2015
2015-06-23,717.5032,Tuesday,June,2015
2015-06-24,716.8555,Wednesday,June,2015
2015-06-25,710.1024,Thursday,June,2015
2015-06-26,714.9387,Friday,June,2015
2015-06-27,717.4189,Saturday,June,2015
2015-06-28,716.6913,Sunday,June,2015
2015-06-29,718.6075,Monday,June,2015
2015-06-30,720.5125,Tuesday,June,2015
2015-07-01,719.144,Wednesday,July,2015
2015-07-02,721.1398,Thursday,July,2015
2015-07-03,716.8935,Friday,July,2015
2015-07-04,715.7545,Saturday,July,2015
2015-07-05,719.3114,Sunday,July,2015
2015-07-06,701.7811,Monday,July,2015
2015-07-07,725.7462,Tuesday,July,2015
2015-07-08,726.3901,Wednesday,July,2015
2015-07-09,726.5364,Thursday,July,2015
2015-07-10,717.7212,Friday,July,2015
2015-07-11,722.1988,Saturday,July,2015
2015-07-12,724.914,Sunday,July,2015
2015-07-13,724.7831,Monday,July,2015
2015-07-14,729.2437,Tuesday,July,2015
2015-07-15,728.4299,Wednesday,July,2015
2015-07-16,724.1959,Thursday,July,2015
2015-07-17,725.1362,Friday,July,2015
2015-07-18,721.4034,Saturday,July,2015
2015-07-19,720.7184,Sunday,July,2015
2015-07-20,725.4752,Monday,July,2015
2015-07-21,723.6825,Tuesday,July,2015
2015-07-22,728.296,Wednesday,July,2015
2015-07-23,716.3916,Thursday,July,2015
2015-07-24,725.1105,Friday,July,2015
2015-07-25,727.5997,Saturday,July,2015
2015-07-26,721.3696,Sunday,July,2015
2015-07-27,716.9202,Monday,July,2015
2015-07-28,720.0016,Tuesday,July,2015
2015-07-29,725.2347,Wednesday,July,2015
2015-07-30,723.6707,Thursday,July,2015
2015-07-31,723.8088,Friday,July,2015
2015-08-01,726.709,Saturday,August,2015
2015-08-02,726.5605,Sunday,August,2015
2015-08-03,726.7522,Monday,August,2015
2015-08-04,723.603,Tuesday,August,2015
2015-08-05,711.1477,Wednesday,August,2015
2015-08-06,720.2765,Thursday,August,2015
2015-08-07,719.1948,Friday,August,2015
2015-08-08,722.2808,Saturday,August,2015
2015-08-09,723.1495,Sunday,August,2015
2015-08-10,731.2238,Monday,August,2015
2015-08-11,725.0998,Tuesday,August,2015
2015-08-12,727.7638,Wednesday,August,2015
2015-08-13,745.0199,Thursday,August,2015
2015-08-14,727.8158,Friday,August,2015
2015-08-15,726.9066,Saturday,August,2015
2015-08-16,736.8333,Sunday,August,2015
2015-08-17,733.908,Monday,August,2015
2015-08-18,712.793,Tuesday,August,2015
2015-08-19,709.8784,Wednesday,August,2015
2015-08-20,710.1627,Thursday,August,2015
2015-08-21,709.1324,Friday,August,2015
2015-08-22,709.2861,Saturday,August,2015
2015-08-23,710.2922,Sunday,August,2015
2015-08-24,710.44,Monday,August,2015
2015-08-25,709.0497,Tuesday,August,2015
2015-08-26,709.2895,Wednesday,August,2015
2015-08-27,709.8313,Thursday,August,2015
2015-08-28,711.1028,Friday,August,2015
2015-08-29,710.799,Saturday,August,2015
2015-08-30,710.4211,Sunday,August,2015
2015-08-31,710.5911,Monday,August,2015
2015-09-01,711.5211,Tuesday,September,2015
2015-09-02,710.7164,Wednesday,September,2015
2015-09-03,710.7323,Thursday,September,2015
2015-09-04,711.2366,Friday,September,2015
2015-09-05,711.6124,Saturday,September,2015
2015-09-06,710.7755,Sunday,September,2015
2015-09-07,711.1782,Monday,September,2015
2015-09-08,713.4221,Tuesday,September,2015
2015-09-09,712.7225,Wednesday,September,2015
2015-09-10,730.8235,Thursday,September,2015
2015-09-11,723.3563,Friday,September,2015
2015-09-12,726.9345,Saturday,September,2015
2015-09-13,730.4119,Sunday,September,2015
2015-09-14,730.4851,Monday,September,2015
2015-09-15,714.4886,Tuesday,September,2015
2015-09-16,711.4555,Wednesday,September,2015
2015-09-17,714.2378,Thursday,September,2015
2015-09-18,712.7949,Friday,September,2015
2015-09-19,712.7053,Saturday,September,2015
2015-09-20,714.3458,Sunday,September,2015
2015-09-21,713.7933,Monday,September,2015
2015-09-22,715.3184,Tuesday,September,2015
2015-09-23,715.7897,Wednesday,September,2015
2015-09-24,715.1661,Thursday,September,2015
2015-09-25,717.1955,Friday,September,2015
2015-09-26,718.7644,Saturday,September,2015
2015-09-27,721.7868,Sunday,September,2015
2015-09-28,721.0307,Monday,September,2015
2015-09-29,715.466,Tuesday,September,2015
2015-09-30,718.9162,Wednesday,September,2015
2015-10-01,715.9428,Thursday,October,2015
2015-10-02,721.1963,Friday,October,2015
2015-10-03,719.2972,Saturday,October,2015
2015-10-04,723.3181,Sunday,October,2015
2015-10-05,720.3714,Monday,October,2015
2015-10-06,713.4528,Tuesday,October,2015
2015-10-07,715.4964,Wednesday,October,2015
2015-10-08,715.9365,Thursday,October,2015
2015-10-09,721.2415,Friday,October,2015
2015-10-10,723.2627,Saturday,October,2015
2015-10-11,730.0394,Sunday,October,2015
2015-10-12,721.1122,Monday,October,2015
2015-10-13,723.3042,Tuesday,October,2015
2015-10-14,727.4681,Wednesday,October,2015
2015-10-15,726.1665,Thursday,October,2015
2015-10-16,727.4947,Friday,October,2015
2015-10-17,723.835,Saturday,October,2015
2015-10-18,728.5292,Sunday,October,2015
2015-10-19,731.3981,Monday,October,2015
2015-10-20,730.6544,Tuesday,October,2015
2015-10-21,742.011,Wednesday,October,2015
2015-10-22,733.9036,Thursday,October,2015
2015-10-23,746.4034,Friday,October,2015
2015-10-24,743.1192,Saturday,October,2015
2015-10-25,742.9241,Sunday,October,2015
2015-10-26,743.9952,Monday,October,2015
2015-10-27,745.9165,Tuesday,October,2015
2015-10-28,745.2808,Wednesday,October,2015
2015-10-29,744.9133,Thursday,October,2015
2015-10-30,746.9421,Friday,October,2015
2015-10-31,746.9421,Saturday,October,2015
2015-11-01,743.2944,Sunday,November,2015
2015-11-02,745.8753,Monday,November,2015
2015-11-03,746.0437,Tuesday,November,2015
2015-11-04,744.1085,Wednesday,November,2015
2015-11-05,744.4752,Thursday,November,2015
2015-11-06,745.813,Friday,November,2015
2015-11-07,743.9628,Saturday,November,2015
2015-11-08,744.0959,Sunday,November,2015
2015-11-09,745.9858,Monday,November,2015
2015-11-10,744.8103,Tuesday,November,2015
2015-11-11,743.2469,Wednesday,November,2015
2015-11-12,743.1906,Thursday,November,2015
2015-11-13,744.5012,Friday,November,2015
2015-11-14,744.897,Saturday,November,2015
2015-11-15,747.1368,Sunday,November,2015
2015-11-16,744.967,Monday,November,2015
2015-11-17,743.2764,Tuesday,November,2015
2015-11-18,743.342,Wednesday,November,2015
2015-11-19,743.3663,Thursday,November,2015
2015-11-20,743.8985,Friday,November,2015
2015-11-21,744.0149,Saturday,November,2015
2015-11-22,745.4794,Sunday,November,2015
2015-11-23,744.7018,Monday,November,2015
2015-11-24,746.0686,Tuesday,November,2015
2015-11-25,744.6885,Wednesday,November,2015
2015-11-26,744.945,Thursday,November,2015
2015-11-27,744.4865,Friday,November,2015
2015-11-28,744.898,Saturday,November,2015
2015-11-29,744.1121,Sunday,November,2015
2015-11-30,745.2775,Monday,November,2015
2015-12-01,744.9857,Tuesday,December,2015
2015-12-02,745.4181,Wednesday,December,2015
2015-12-03,738.935,Thursday,December,2015
2015-12-04,745.2047,Friday,December,2015
2015-12-05,741.4091,Saturday,December,2015
2015-12-06,745.5514,Sunday,December,2015
2015-12-07,745.2861,Monday,December,2015
2015-12-08,745.1754,Tuesday,December,2015
2015-12-09,743.5436,Wednesday,December,2015
2015-12-10,745.4797,Thursday,December,2015
2015-12-11,745.246,Friday,December,2015
2015-12-12,745.9438,Saturday,December,2015
2015-12-13,745.6623,Sunday,December,2015
2015-12-14,746.0633,Monday,December,2015
2015-12-15,747.7125,Tuesday,December,2015
2015-12-16,746.8168,Wednesday,December,2015
2015-12-17,746.3709,Thursday,December,2015
2015-12-18,747.0767,Friday,December,2015
2015-12-19,746.6275,Saturday,December,2015
2015-12-20,746.6439,Sunday,December,2015
2015-12-21,745.0722,Monday,December,2015
2015-12-22,747.0287,Tuesday,December,2015
2015-12-23,748.5364,Wednesday,December,2015
2015-12-24,747.1608,Thursday,December,2015
2015-12-25,745.6008,Friday,December,2015
2015-12-26,744.6624,Saturday,December,2015
2015-12-27,747.0846,Sunday,December,2015
2015-12-28,748.5436,Monday,December,2015
2015-12-29,746.6172,Tuesday,December,2015
2015-12-30,745.4918,Wednesday,December,2015
2015-12-31,747.5074,Thursday,December,2015
2016-01-01,747.6939,Friday,January,2016
2016-01-02,748.4234,Saturday,January,2016
2016-01-03,748.088,Sunday,January,2016
2016-01-04,748.9133,Monday,January,2016
2016-01-05,749.2991,Tuesday,January,2016
2016-01-06,747.1038,Wednesday,January,2016
2016-01-07,749.477,Thursday,January,2016
2016-01-08,749.4132,Friday,January,2016
2016-01-09,749.0992,Saturday,January,2016
2016-01-10,747.3553,Sunday,January,2016
2016-01-11,748.8457,Monday,January,2016
2016-01-12,749.2248,Tuesday,January,2016
2016-01-13,746.5631,Wednesday,January,2016
2016-01-14,751.2578,Thursday,January,2016
2016-01-15,745.4146,Friday,January,2016
2016-01-16,746.6494,Saturday,January,2016
2016-01-17,749.1366,Sunday,January,2016
2016-01-18,748.6442,Monday,January,2016
2016-01-19,746.5043,Tuesday,January,2016
2016-01-20,748.8387,Wednesday,January,2016
2016-01-21,753.6757,Thursday,January,2016
2016-01-22,753.6208,Friday,January,2016
2016-01-23,753.8658,Saturday,January,2016
2016-01-24,752.7717,Sunday,January,2016
2016-01-25,751.6169,Monday,January,2016
2016-01-26,747.3218,Tuesday,January,2016
2016-01-27,746.4031,Wednesday,January,2016
2016-01-28,748.0844,Thursday,January,2016
2016-01-29,746.7402,Friday,January,2016
2016-01-30,747.9705,Saturday,January,2016
2016-01-31,748.3781,Sunday,January,2016
2016-02-01,748.1768,Monday,February,2016
2016-02-02,751.9086,Tuesday,February,2016
2016-02-03,744.6495,Wednesday,February,2016
2016-02-04,747.3147,Thursday,February,2016
2016-02-05,744.9797,Friday,February,2016
2016-02-06,746.5573,Saturday,February,2016
2016-02-07,746.9782,Sunday,February,2016
2016-02-08,747.3797,Monday,February,2016
2016-02-09,753.4793,Tuesday,February,2016
2016-02-10,755.1566,Wednesday,February,2016
2016-02-11,754.3245,Thursday,February,2016
2016-02-12,754.8169,Friday,February,2016
2016-02-13,755.2678,Saturday,February,2016
2016-02-14,755.305,Sunday,February,2016
2016-02-15,754.2407,Monday,February,2016
2016-02-16,755.0266,Tuesday,February,2016
2016-02-17,755.0998,Wednesday,February,2016
2016-02-18,755.1759,Thursday,February,2016
2016-02-19,755.2321,Friday,February,2016
2016-02-20,754.866,Saturday,February,2016
2016-02-21,755.6428,Sunday,February,2016
2016-02-22,759.6822,Monday,February,2016
2016-02-23,758.4955,Tuesday,February,2016
2016-02-24,754.6038,Wednesday,February,2016
2016-02-25,755.4829,Thursday,February,2016
2016-02-26,756.7616,Friday,February,2016
2016-02-27,753.2917,Saturday,February,2016
2016-02-28,763.9013,Sunday,February,2016
2016-02-29,765.445,Monday,February,2016
2016-03-01,763.5759,Tuesday,March,2016
2016-03-02,760.196,Wednesday,March,2016
2016-03-03,753.1974,Thursday,March,2016
2016-03-04,759.0033,Friday,March,2016
2016-03-05,759.1614,Saturday,March,2016
2016-03-06,756.3413,Sunday,March,2016
2016-03-07,761.5765,Monday,March,2016
